Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-28 00:00:00+09:00,9951.0,10275.0,9933.0,10185.0,7644100,0.0,0.0
2026-05-29 00:00:00+09:00,10375.0,10855.0,10325.0,10570.0,17460900,0.0,0.0
2026-06-01 00:00:00+09:00,11000.0,11390.0,10900.0,10900.0,7812600,0.0,0.0
2026-06-02 00:00:00+09:00,11105.0,11190.0,10695.0,10845.0,7506200,0.0,0.0
2026-06-03 00:00:00+09:00,10930.0,11015.0,10540.0,10920.0,4746500,0.0,0.0
2026-06-04 00:00:00+09:00,10620.0,10775.0,10560.0,10615.0,3122600,0.0,0.0
2026-06-05 00:00:00+09:00,10915.0,10915.0,10555.0,10595.0,3111400,0.0,0.0
2026-06-08 00:00:00+09:00,10775.0,10845.0,10635.0,10755.0,4476500,0.0,0.0
2026-06-09 00:00:00+09:00,10860.0,11215.0,10735.0,11185.0,5532400,0.0,0.0
2026-06-10 00:00:00+09:00,11400.0,11755.0,11125.0,11380.0,6072500,0.0,0.0
2026-06-11 00:00:00+09:00,11080.0,11410.0,10990.0,11155.0,4717800,0.0,0.0
2026-06-12 00:00:00+09:00,11140.0,11140.0,10760.0,10790.0,7113000,0.0,0.0
2026-06-15 00:00:00+09:00,10800.0,10980.0,10700.0,10720.0,3258800,0.0,0.0
2026-06-16 00:00:00+09:00,10560.0,10815.0,10520.0,10750.0,2743600,0.0,0.0
2026-06-17 00:00:00+09:00,10640.0,10800.0,10505.0,10520.0,3628100,0.0,0.0
2026-06-18 00:00:00+09:00,11300.0,11385.0,11165.0,11165.0,5207500,0.0,0.0
2026-06-19 00:00:00+09:00,11030.0,11105.0,10685.0,10865.0,4637000,0.0,0.0
2026-06-22 00:00:00+09:00,10820.0,11230.0,10770.0,11050.0,2822700,0.0,0.0
2026-06-23 00:00:00+09:00,11300.0,11300.0,10945.0,11115.0,4265900,0.0,0.0
2026-06-24 00:00:00+09:00,11045.0,11270.0,10865.0,11225.0,3668000,0.0,0.0
2026-06-25 00:00:00+09:00,11335.0,11435.0,11025.0,11240.0,3424200,0.0,0.0
2026-06-26 00:00:00+09:00,11220.0,11240.0,10915.0,11040.0,4029100,0.0,0.0
2026-06-29 00:00:00+09:00,11310.0,11375.0,11055.0,11295.0,3469700,0.0,0.0
2026-06-30 00:00:00+09:00,11335.0,11670.0,11240.0,11330.0,3968600,0.0,0.0
2026-07-01 00:00:00+09:00,11630.0,11935.0,11455.0,11530.0,4344900,0.0,0.0
2026-07-02 00:00:00+09:00,11985.0,12040.0,11585.0,11630.0,5231300,0.0,0.0
2026-07-03 00:00:00+09:00,11885.0,12195.0,11820.0,11920.0,3942800,0.0,0.0
2026-07-06 00:00:00+09:00,11765.0,11940.0,11720.0,11895.0,2763900,0.0,0.0
2026-07-07 00:00:00+09:00,12000.0,12395.0,11975.0,12300.0,4937000,0.0,0.0
2026-07-08 00:00:00+09:00,12320.0,12425.0,12180.0,12180.0,4395900,0.0,0.0
2026-07-09 00:00:00+09:00,12325.0,12615.0,12150.0,12505.0,5074700,0.0,0.0
2026-07-10 00:00:00+09:00,12605.0,12610.0,12105.0,12240.0,5272800,0.0,0.0
2026-07-13 00:00:00+09:00,12005.0,12370.0,11990.0,12350.0,2485900,0.0,0.0
2026-07-14 00:00:00+09:00,12600.0,12885.0,12545.0,12660.0,3951800,0.0,0.0
2026-07-15 00:00:00+09:00,12360.0,12580.0,12335.0,12580.0,3138700,0.0,0.0
2026-07-16 00:00:00+09:00,12600.0,12815.0,12580.0,12615.0,3125400,0.0,0.0
2026-07-17 00:00:00+09:00,12715.0,12880.0,12605.0,12820.0,3748400,0.0,0.0
2026-07-21 00:00:00+09:00,12520.0,12920.0,12500.0,12920.0,4766200,0.0,0.0
2026-07-22 00:00:00+09:00,12500.0,12575.0,12250.0,12305.0,4886100,0.0,0.0
2026-07-23 00:00:00+09:00,12275.0,12395.0,12190.0,12355.0,3322700,0.0,0.0
2026-07-24 00:00:00+09:00,12055.0,12120.0,11905.0,12055.0,4119800,0.0,0.0
